#year age cno cwt swt mat ssbwt
2014 2 0 80 80 0.125 80
2015 2 0 80 80 0.125 80
2016 2 0 80 80 0.125 80
2017 2 0 80 80 0.125 80
1985 3 0 478.230769230769 478.230769230769 0.105263157894737 478.230769230769
1986 3 -1 478.230769230769 478.230769230769 0.105263157894737 478.230769230769
1987 3 -1 478.230769230769 478.230769230769 0.105263157894737 478.230769230769
1988 3 0 478.230769230769 478.230769230769 0.105263157894737 478.230769230769
1989 3 63.2 444 444 0.105263157894737 444
1990 3 -1 478.230769230769 478.230769230769 0.105263157894737 478.230769230769
1991 3 68.6 351 351 0.105263157894737 351
1992 3 82.6 425 425 0.105263157894737 425
1993 3 1988.8 445 445 0.105263157894737 445
1994 3 1448.5 413 413 0.105263157894737 413
1995 3 915.3 406 406 0.105263157894737 406
1996 3 381.9 378 378 0.105263157894737 378
1997 3 291.5 419 419 0.105263157894737 419
1998 3 909.4 380 380 0.105263157894737 380
1999 3 272.5 433 433 0.105263157894737 433
